codigo_uf;uf;codigo_do_territorio;territorio;tipo_rural_ou_cidadania;municipio;ibge
23;Ceará;86;Sobral - CE;RC ;Coreaú;2304004
23;Ceará;49;Inhamuns Crateús - CE;RC ;Crateús;2304103
23;Ceará;131;Carirí - CE;RC ;Crato;2304202
23;Ceará;80;Sertão Central - CE;RC ;Deputado Irapuan Pinheiro;2304269
23;Ceará;193;Serra da Ibiapaba - CE;NV ;Croatá;2304236
23;Ceará;191;Litoral Extremo Oeste - CE;NV ;Cruz;2304251
23;Ceará;194;Vale do Jaguaribe - CE;NV ;Ererê;2304277
23;Ceará;131;Carirí - CE;RC ;Farias Brito;2304301
23;Ceará;86;Sobral - CE;RC ;Forquilha;2304350
23;Ceará;192;Litoral Leste - CE;NV ;Fortim;2304459
23;Ceará;86;Sobral - CE;RC ;Frecheirinha;2304509
23;Ceará;51;Vales do Curu e Aracatiaçu - CE;RC ;General Sampaio;2304608
23;Ceará;86;Sobral - CE;RC ;Graça;2304657
23;Ceará;191;Litoral Extremo Oeste - CE;NV ;Granja;2304707
23;Ceará;131;Carirí - CE;RC ;Granjeiro;2304806
23;Ceará;86;Sobral - CE;RC ;Groaíras;2304905
23;Ceará;193;Serra da Ibiapaba - CE;NV ;Guaraciaba do Norte;2305001
23;Ceará;132;Baturité - CE;TR ;Guaramiranga;2305100
23;Ceará;49;Inhamuns Crateús - CE;RC ;Hidrolândia;2305209
23;Ceará;80;Sertão Central - CE;RC ;Ibaretama;2305266
23;Ceará;193;Serra da Ibiapaba - CE;NV ;Ibiapina;2305308
23;Ceará;192;Litoral Leste - CE;NV ;Icapuí;2305357
23;Ceará;190;Centro Sul e Vale do Salgado - CE;NV ;Icó;2305407
23;Ceará;190;Centro Sul e Vale do Salgado - CE;NV ;Iguatu;2305506
23;Ceará;49;Inhamuns Crateús - CE;RC ;Independência;2305605
23;Ceará;49;Inhamuns Crateús - CE;RC ;Ipaporanga;2305654
23;Ceará;190;Centro Sul e Vale do Salgado - CE;NV ;Ipaumirim;2305704
23;Ceará;49;Inhamuns Crateús - CE;RC ;Ipu;2305803
42;Santa Catarina;71;Planalto Catarinense - SC;TR ;Monte Carlo;4211058
23;Ceará;49;Inhamuns Crateús - CE;RC ;Ipueiras;2305902
23;Ceará;194;Vale do Jaguaribe - CE;NV ;Iracema;2306009
23;Ceará;51;Vales do Curu e Aracatiaçu - CE;RC ;Irauçuba;2306108
23;Ceará;192;Litoral Leste - CE;NV ;Itaiçaba;2306207
23;Ceará;51;Vales do Curu e Aracatiaçu - CE;RC ;Itapagé;2306306
23;Ceará;51;Vales do Curu e Aracatiaçu - CE;RC ;Itapipoca;2306405
23;Ceará;132;Baturité - CE;TR ;Itapiúna;2306504
23;Ceará;51;Vales do Curu e Aracatiaçu - CE;RC ;Itarema;2306553
23;Ceará;85;Sertões De Canindé - CE;RC ;Itatira;2306603
23;Ceará;194;Vale do Jaguaribe - CE;NV ;Jaguaretama;2306702
23;Ceará;194;Vale do Jaguaribe - CE;NV ;Jaguaribara;2306801
23;Ceará;194;Vale do Jaguaribe - CE;NV ;Jaguaribe;2306900
23;Ceará;192;Litoral Leste - CE;NV ;Jaguaruana;2307007
23;Ceará;131;Carirí - CE;RC ;Jardim;2307106
23;Ceará;131;Carirí - CE;RC ;Jati;2307205
23;Ceará;191;Litoral Extremo Oeste - CE;NV ;Jijoca de Jericoacoara;2307254
23;Ceará;131;Carirí - CE;RC ;Juazeiro do Norte;2307304
23;Ceará;190;Centro Sul e Vale do Salgado - CE;NV ;Jucás;2307403
23;Ceará;190;Centro Sul e Vale do Salgado - CE;NV ;Lavras da Mangabeira;2307502
23;Ceará;194;Vale do Jaguaribe - CE;NV ;Limoeiro do Norte;2307601
23;Ceará;85;Sertões De Canindé - CE;RC ;Madalena;2307635
23;Ceará;191;Litoral Extremo Oeste - CE;NV ;Marco;2307809
23;Ceará;191;Litoral Extremo Oeste - CE;NV ;Martinópole;2307908
23;Ceará;86;Sobral - CE;RC ;Massapê;2308005
42;Santa Catarina;70;Planalto Norte - SC;RC ;Monte Castelo;4211108
23;Ceará;131;Carirí - CE;RC ;Mauriti;2308104
42;Santa Catarina;239;Serra Mar - SC;NV ;Morro da Fumaça;4211207
23;Ceará;86;Sobral - CE;RC ;Meruoca;2308203
23;Ceará;131;Carirí - CE;RC ;Milagres;2308302
23;Ceará;80;Sertão Central - CE;RC ;Milhã;2308351
23;Ceará;51;Vales do Curu e Aracatiaçu - CE;RC ;Miraíma;2308377
23;Ceará;131;Carirí - CE;RC ;Missão Velha;2308401
23;Ceará;80;Sertão Central - CE;RC ;Mombaça;2308500
23;Ceará;49;Inhamuns Crateús - CE;RC ;Monsenhor Tabosa;2308609
23;Ceará;194;Vale do Jaguaribe - CE;NV ;Morada Nova;2308708
23;Ceará;86;Sobral - CE;RC ;Moraújo;2308807
23;Ceará;191;Litoral Extremo Oeste - CE;NV ;Morrinhos;2308906
23;Ceará;86;Sobral - CE;RC ;Mucambo;2309003
23;Ceará;132;Baturité - CE;TR ;Mulungu;2309102
23;Ceará;131;Carirí - CE;RC ;Nova Olinda;2309201
23;Ceará;49;Inhamuns Crateús - CE;RC ;Nova Russas;2309300
23;Ceará;49;Inhamuns Crateús - CE;RC ;Novo Oriente;2309409
23;Ceará;132;Baturité - CE;TR ;Ocara;2309458
23;Ceará;190;Centro Sul e Vale do Salgado - CE;NV ;Orós;2309508
23;Ceará;132;Baturité - CE;TR ;Pacoti;2309805
23;Ceará;86;Sobral - CE;RC ;Pacujá;2309904
23;Ceará;194;Vale do Jaguaribe - CE;NV ;Palhano;2310001
23;Ceará;132;Baturité - CE;TR ;Palmácia;2310100
23;Ceará;51;Vales do Curu e Aracatiaçu - CE;RC ;Paracuru;2310209
23;Ceará;51;Vales do Curu e Aracatiaçu - CE;RC ;Paraipaba;2310258
23;Ceará;49;Inhamuns Crateús - CE;RC ;Parambu;2310308
23;Ceará;85;Sertões De Canindé - CE;RC ;Paramoti;2310407
23;Ceará;80;Sertão Central - CE;RC ;Pedra Branca;2310506
23;Ceará;131;Carirí - CE;RC ;Penaforte;2310605
23;Ceará;51;Vales do Curu e Aracatiaçu - CE;RC ;Pentecoste;2310704
23;Ceará;194;Vale do Jaguaribe - CE;NV ;Pereiro;2310803
23;Ceará;192;Litoral Leste - CE;NV ;Pindoretama;2310852
23;Ceará;80;Sertão Central - CE;RC ;Piquet Carneiro;2310902
23;Ceará;49;Inhamuns Crateús - CE;RC ;Pires Ferreira;2310951
23;Ceará;49;Inhamuns Crateús - CE;RC ;Poranga;2311009
23;Ceará;131;Carirí - CE;RC ;Porteiras;2311108
23;Ceará;131;Carirí - CE;RC ;Potengi;2311207
23;Ceará;194;Vale do Jaguaribe - CE;NV ;Potiretama;2311231
23;Ceará;49;Inhamuns Crateús - CE;RC ;Quiterianópolis;2311264
23;Ceará;80;Sertão Central - CE;RC ;Quixadá;2311306
23;Ceará;190;Centro Sul e Vale do Salgado - CE;NV ;Quixelô;2311355
23;Ceará;80;Sertão Central - CE;RC ;Quixeramobim;2311405
23;Ceará;194;Vale do Jaguaribe - CE;NV ;Quixeré;2311504
23;Ceará;132;Baturité - CE;TR ;Redenção;2311603
23;Ceará;86;Sobral - CE;RC ;Reriutaba;2311702
42;Santa Catarina;238;Extremo Sul - SC;NV ;Morro Grande;4211256
23;Ceará;194;Vale do Jaguaribe - CE;NV ;Russas;2311801
23;Ceará;190;Centro Sul e Vale do Salgado - CE;NV ;Saboeiro;2311900
23;Ceará;131;Carirí - CE;RC ;Salitre;2311959
23;Ceará;86;Sobral - CE;RC ;Santana do Acaraú;2312007
23;Ceará;131;Carirí - CE;RC ;Santana do Cariri;2312106
23;Ceará;49;Inhamuns Crateús - CE;RC ;Santa Quitéria;2312205
23;Ceará;193;Serra da Ibiapaba - CE;NV ;São Benedito;2312304
23;Ceará;51;Vales do Curu e Aracatiaçu - CE;RC ;São Gonçalo do Amarante;2312403
23;Ceará;194;Vale do Jaguaribe - CE;NV ;São João do Jaguaribe;2312502
23;Ceará;51;Vales do Curu e Aracatiaçu - CE;RC ;São Luís do Curu;2312601
23;Ceará;80;Sertão Central - CE;RC ;Senador Pompeu;2312700
23;Ceará;86;Sobral - CE;RC ;Senador Sá;2312809
23;Ceará;86;Sobral - CE;RC ;Sobral;2312908
23;Ceará;80;Sertão Central - CE;RC ;Solonópole;2313005
23;Ceará;194;Vale do Jaguaribe - CE;NV ;Tabuleiro do Norte;2313104
23;Ceará;49;Inhamuns Crateús - CE;RC ;Tamboril;2313203
23;Ceará;131;Carirí - CE;RC ;Tarrafas;2313252
23;Ceará;49;Inhamuns Crateús - CE;RC ;Tauá;2313302
23;Ceará;51;Vales do Curu e Aracatiaçu - CE;RC ;Tejuçuoca;2313351
23;Ceará;193;Serra da Ibiapaba - CE;NV ;Tianguá;2313401
23;Ceará;51;Vales do Curu e Aracatiaçu - CE;RC ;Trairi;2313500
23;Ceará;51;Vales do Curu e Aracatiaçu - CE;RC ;Tururu;2313559
23;Ceará;193;Serra da Ibiapaba - CE;NV ;Ubajara;2313609
23;Ceará;190;Centro Sul e Vale do Salgado - CE;NV ;Umari;2313708
23;Ceará;51;Vales do Curu e Aracatiaçu - CE;RC ;Umirim;2313757
23;Ceará;51;Vales do Curu e Aracatiaçu - CE;RC ;Uruburetama;2313807
23;Ceará;191;Litoral Extremo Oeste - CE;NV ;Uruoca;2313906
23;Ceará;86;Sobral - CE;RC ;Varjota;2313955
23;Ceará;193;Serra da Ibiapaba - CE;NV ;Viçosa do Ceará;2314102
24;Rio Grande do Norte;76;Seridó - RN;RC ;Acari;2400109
24;Rio Grande do Norte;1;Açu-Mossoró - RN;RC ;Açu;2400208
24;Rio Grande do Norte;210;Sertão Central Cabugi e Litoral Norte - RN;NV ;Afonso Bezerra;2400307
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Água Nova;2400406
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Alexandria;2400505
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Almino Afonso;2400604
24;Rio Grande do Norte;1;Açu-Mossoró - RN;RC ;Alto do Rodrigues;2400703
24;Rio Grande do Norte;210;Sertão Central Cabugi e Litoral Norte - RN;NV ;Angicos;2400802
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Antônio Martins;2400901
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Apodi;2401008
24;Rio Grande do Norte;1;Açu-Mossoró - RN;RC ;Areia Branca;2401107
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Arês;2401206
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Augusto Severo;2401305
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Baía Formosa;2401404
24;Rio Grande do Norte;1;Açu-Mossoró - RN;RC ;Baraúna;2401453
24;Rio Grande do Norte;123;Potengi - RN;RC ;Barcelona;2401503
24;Rio Grande do Norte;55;Mato Gr and e - RN;RC ;Bento Fernandes;2401602
24;Rio Grande do Norte;76;Seridó - RN;RC ;Bodó;2401651
24;Rio Grande do Norte;123;Potengi - RN;RC ;Bom Jesus;2401701
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Brejinho;2401800
24;Rio Grande do Norte;55;Mato Gr and e - RN;RC ;Caiçara do Norte;2401859
24;Rio Grande do Norte;210;Sertão Central Cabugi e Litoral Norte - RN;NV ;Caiçara do Rio do Vento;2401909
24;Rio Grande do Norte;76;Seridó - RN;RC ;Caicó;2402006
24;Rio Grande do Norte;23;Trairí - RN;TR ;Campo Redondo;2402105
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Canguaretama;2402204
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Caraúbas;2402303
24;Rio Grande do Norte;76;Seridó - RN;RC ;Carnaúba dos Dantas;2402402
24;Rio Grande do Norte;1;Açu-Mossoró - RN;RC ;Carnaubais;2402501
24;Rio Grande do Norte;55;Mato Gr and e - RN;RC ;Ceará-Mirim;2402600
24;Rio Grande do Norte;76;Seridó - RN;RC ;Cerro Corá;2402709
24;Rio Grande do Norte;23;Trairí - RN;TR ;Coronel Ezequiel;2402808
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Coronel João Pessoa;2402907
24;Rio Grande do Norte;76;Seridó - RN;RC ;Cruzeta;2403004
24;Rio Grande do Norte;76;Seridó - RN;RC ;Currais Novos;2403103
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Doutor Severiano;2403202
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Encanto;2403301
24;Rio Grande do Norte;76;Seridó - RN;RC ;Equador;2403400
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Espírito Santo;2403509
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Felipe Guerra;2403707
24;Rio Grande do Norte;210;Sertão Central Cabugi e Litoral Norte - RN;NV ;Fernando Pedroza;2403756
24;Rio Grande do Norte;76;Seridó - RN;RC ;Florânia;2403806
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Francisco Dantas;2403905
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Frutuoso Gomes;2404002
24;Rio Grande do Norte;210;Sertão Central Cabugi e Litoral Norte - RN;NV ;Galinhos;2404101
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Goianinha;2404200
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Governador Dix-Sept Rosado;2404309
24;Rio Grande do Norte;1;Açu-Mossoró - RN;RC ;Grossos;2404408
24;Rio Grande do Norte;210;Sertão Central Cabugi e Litoral Norte - RN;NV ;Guamaré;2404507
24;Rio Grande do Norte;123;Potengi - RN;RC ;Ielmo Marinho;2404606
24;Rio Grande do Norte;1;Açu-Mossoró - RN;RC ;Ipanguaçu;2404705
24;Rio Grande do Norte;76;Seridó - RN;RC ;Ipueira;2404804
24;Rio Grande do Norte;1;Açu-Mossoró - RN;RC ;Itajá;2404853
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Itaú;2404903
24;Rio Grande do Norte;23;Trairí - RN;TR ;Jaçanã;2405009
24;Rio Grande do Norte;55;Mato Gr and e - RN;RC ;Jandaíra;2405108
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Janduís;2405207
24;Rio Grande do Norte;23;Trairí - RN;TR ;Januário Cicco;2405306
24;Rio Grande do Norte;23;Trairí - RN;TR ;Japi;2405405
24;Rio Grande do Norte;76;Seridó - RN;RC ;Jardim de Piranhas;2405603
24;Rio Grande do Norte;76;Seridó - RN;RC ;Jardim do Seridó;2405702
24;Rio Grande do Norte;55;Mato Gr and e - RN;RC ;João Câmara;2405801
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;João Dias;2405900
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;José da Penha;2406007
24;Rio Grande do Norte;76;Seridó - RN;RC ;Jucurutu;2406106
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Jundiá;2406155
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Lagoa d`Anta;2406205
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Lagoa de Pedras;2406304
24;Rio Grande do Norte;123;Potengi - RN;RC ;Lagoa de Velhos;2406403
24;Rio Grande do Norte;76;Seridó - RN;RC ;Lagoa Nova;2406502
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Lagoa Salgada;2406601
24;Rio Grande do Norte;210;Sertão Central Cabugi e Litoral Norte - RN;NV ;Lajes;2406700
24;Rio Grande do Norte;23;Trairí - RN;TR ;Lajes Pintadas;2406809
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Lucrécia;2406908
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Luís Gomes;2407005
24;Rio Grande do Norte;210;Sertão Central Cabugi e Litoral Norte - RN;NV ;Macau;2407203
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Major Sales;2407252
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Marcelino Vieira;2407302
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Martins;2407401
24;Rio Grande do Norte;55;Mato Gr and e - RN;RC ;Maxaranguape;2407500
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Messias Targino;2407609
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Montanhas;2407708
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Monte Alegre;2407807
24;Rio Grande do Norte;23;Trairí - RN;TR ;Monte das Gameleiras;2407906
24;Rio Grande do Norte;1;Açu-Mossoró - RN;RC ;Mossoró;2408003
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Nísia Floresta;2408201
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Nova Cruz;2408300
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Olho-d`Água do Borges;2408409
24;Rio Grande do Norte;76;Seridó - RN;RC ;Ouro Branco;2408508
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Paraná;2408607
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Paraú;2408706
24;Rio Grande do Norte;55;Mato Gr and e - RN;RC ;Parazinho;2408805
24;Rio Grande do Norte;76;Seridó - RN;RC ;Parelhas;2408904
24;Rio Grande do Norte;55;Mato Gr and e - RN;RC ;Rio do Fogo;2408953
24;Rio Grande do Norte;23;Trairí - RN;TR ;Passa e Fica;2409100
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Passagem;2409209
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Patu;2409308
24;Rio Grande do Norte;123;Potengi - RN;RC ;Santa Maria;2409332
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Pau dos Ferros;2409407
24;Rio Grande do Norte;55;Mato Gr and e - RN;RC ;Pedra Grande;2409506
24;Rio Grande do Norte;210;Sertão Central Cabugi e Litoral Norte - RN;NV ;Pedra Preta;2409605
24;Rio Grande do Norte;210;Sertão Central Cabugi e Litoral Norte - RN;NV ;Pedro Avelino;2409704
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Pedro Velho;2409803
24;Rio Grande do Norte;1;Açu-Mossoró - RN;RC ;Pendências;2409902
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Pilões;2410009
24;Rio Grande do Norte;55;Mato Gr and e - RN;RC ;Poço Branco;2410108
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Portalegre;2410207
24;Rio Grande do Norte;1;Açu-Mossoró - RN;RC ;Porto do Mangue;2410256
24;Rio Grande do Norte;23;Trairí - RN;TR ;Presidente Juscelino;2410306
24;Rio Grande do Norte;55;Mato Gr and e - RN;RC ;Pureza;2410405
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Rafael Fernandes;2410504
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Rafael Godeiro;2410603
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Riacho da Cruz;2410702
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Riacho de Santana;2410801
24;Rio Grande do Norte;123;Potengi - RN;RC ;Riachuelo;2410900
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Rodolfo Fernandes;2411007
24;Rio Grande do Norte;1;Açu-Mossoró - RN;RC ;Tibau;2411056
24;Rio Grande do Norte;123;Potengi - RN;RC ;Ruy Barbosa;2411106
24;Rio Grande do Norte;23;Trairí - RN;TR ;Santa Cruz;2411205
24;Rio Grande do Norte;76;Seridó - RN;RC ;Santana do Matos;2411403
24;Rio Grande do Norte;76;Seridó - RN;RC ;Santana do Seridó;2411429
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Santo Antônio;2411502
24;Rio Grande do Norte;55;Mato Gr and e - RN;RC ;São Bento do Norte;2411601
24;Rio Grande do Norte;23;Trairí - RN;TR ;São Bento do Trairí;2411700
24;Rio Grande do Norte;76;Seridó - RN;RC ;São Fernando;2411809
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;São Francisco do Oeste;2411908
24;Rio Grande do Norte;76;Seridó - RN;RC ;São João do Sabugi;2412104
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;São José de Mipibu;2412203
24;Rio Grande do Norte;23;Trairí - RN;TR ;São José do Campestre;2412302
24;Rio Grande do Norte;76;Seridó - RN;RC ;São José do Seridó;2412401
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;São Miguel;2412500
24;Rio Grande do Norte;55;Mato Gr and e - RN;RC ;São Miguel do Gostoso;2412559
24;Rio Grande do Norte;123;Potengi - RN;RC ;São Paulo do Potengi;2412609
24;Rio Grande do Norte;123;Potengi - RN;RC ;São Pedro;2412708
24;Rio Grande do Norte;1;Açu-Mossoró - RN;RC ;São Rafael;2412807
24;Rio Grande do Norte;123;Potengi - RN;RC ;São Tomé;2412906
24;Rio Grande do Norte;123;Potengi - RN;RC ;Senador Elói de Souza;2413102
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Senador Georgino Avelino;2413201
24;Rio Grande do Norte;23;Trairí - RN;TR ;Serra de São Bento;2413300
24;Rio Grande do Norte;1;Açu-Mossoró - RN;RC ;Serra do Mel;2413359
24;Rio Grande do Norte;76;Seridó - RN;RC ;Serra Negra do Norte;2413409
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Serrinha;2413508
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Serrinha dos Pintos;2413557
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Severiano Melo;2413607
24;Rio Grande do Norte;23;Trairí - RN;TR ;Sítio Novo;2413706
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Taboleiro Grande;2413805
24;Rio Grande do Norte;55;Mato Gr and e - RN;RC ;Taipu;2413904
24;Rio Grande do Norte;23;Trairí - RN;TR ;Tangará;2414001
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Tenente Ananias;2414100
24;Rio Grande do Norte;76;Seridó - RN;RC ;Tenente Laurentino Cruz;2414159
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Tibau do Sul;2414209
24;Rio Grande do Norte;76;Seridó - RN;RC ;Timbaúba dos Batistas;2414308
24;Rio Grande do Norte;55;Mato Gr and e - RN;RC ;Touros;2414407
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Triunfo Potiguar;2414456
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Umarizal;2414506
24;Rio Grande do Norte;32;Sertão Do Apodi - RN;RC ;Upanema;2414605
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Várzea;2414704
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Venha-Ver;2414753
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Vera Cruz;2414803
24;Rio Grande do Norte;134;Alto Oeste - RN;RC ;Viçosa;2414902
24;Rio Grande do Norte;209;Agreste Litoral Sul - RN;NV ;Vila Flor;2415008
25;Paraíba;201;Serra do Teixeira (Princesa) - PB;NV ;Água Branca;2500106
25;Paraíba;203;Vale do Piancó - PB;NV ;Aguiar;2500205
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Alagoa Grande;2500304
25;Paraíba;24;Borborema - PB;RC ;Alagoa Nova;2500403
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Alagoinha;2500502
25;Paraíba;159;Cariri Oriental - PB;TR ;Alcantil;2500536
25;Paraíba;24;Borborema - PB;RC ;Algodão de Jandaíra;2500577
25;Paraíba;120;Zona Da Mata Sul - PB;RC ;Alhandra;2500601
25;Paraíba;197;Alto Sertão - PB;NV ;São João do Rio do Peixe;2500700
25;Paraíba;27;Cariri Ocidental - PB;RC ;Amparo;2500734
25;Paraíba;204;Vale do Piranhas - PB;NV ;Aparecida;2500775
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Araçagi;2500809
25;Paraíba;24;Borborema - PB;RC ;Arara;2500908
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Araruna;2501005
25;Paraíba;24;Borborema - PB;RC ;Areia;2501104
25;Paraíba;59;Médio Sertão - PB;RC ;Areia de Baraúnas;2501153
25;Paraíba;24;Borborema - PB;RC ;Areial;2501203
25;Paraíba;202;Vale do Paraíba - PB;NV ;Aroeiras;2501302
25;Paraíba;27;Cariri Ocidental - PB;RC ;Assunção;2501351
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Baía da Traição;2501401
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Bananeiras;2501500
25;Paraíba;160;Curimataú - PB;RC ;Baraúna;2501534
25;Paraíba;159;Cariri Oriental - PB;TR ;Barra de Santana;2501575
25;Paraíba;160;Curimataú - PB;RC ;Barra de Santa Rosa;2501609
25;Paraíba;159;Cariri Oriental - PB;TR ;Barra de São Miguel;2501708
25;Paraíba;120;Zona Da Mata Sul - PB;RC ;Bayeux;2501807
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Belém;2501906
25;Paraíba;198;Médio Piranhas - PB;NV ;Belém do Brejo do Cruz;2502003
25;Paraíba;197;Alto Sertão - PB;NV ;Bernardino Batista;2502052
25;Paraíba;203;Vale do Piancó - PB;NV ;Boa Ventura;2502102
25;Paraíba;159;Cariri Oriental - PB;TR ;Boa Vista;2502151
25;Paraíba;197;Alto Sertão - PB;NV ;Bom Jesus;2502201
25;Paraíba;198;Médio Piranhas - PB;NV ;Bom Sucesso;2502300
25;Paraíba;197;Alto Sertão - PB;NV ;Bonito de Santa Fé;2502409
25;Paraíba;159;Cariri Oriental - PB;TR ;Boqueirão;2502508
25;Paraíba;203;Vale do Piancó - PB;NV ;Igaracy;2502607
25;Paraíba;24;Borborema - PB;RC ;Borborema;2502706
25;Paraíba;198;Médio Piranhas - PB;NV ;Brejo do Cruz;2502805
25;Paraíba;198;Médio Piranhas - PB;NV ;Brejo dos Santos;2502904
25;Paraíba;120;Zona Da Mata Sul - PB;RC ;Caaporã;2503001
25;Paraíba;159;Cariri Oriental - PB;TR ;Cabaceiras;2503100
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Cabedelo;2503209
25;Paraíba;197;Alto Sertão - PB;NV ;Cachoeira dos Índios;2503308
25;Paraíba;59;Médio Sertão - PB;RC ;Cacimba de Areia;2503407
25;Paraíba;160;Curimataú - PB;RC ;Cacimba de Dentro;2503506
25;Paraíba;59;Médio Sertão - PB;RC ;Cacimbas;2503555
25;Paraíba;199;Piemonte da Borborema - PB;NV ;Caiçara;2503605
25;Paraíba;197;Alto Sertão - PB;NV ;Cajazeiras;2503704
25;Paraíba;198;Médio Piranhas - PB;NV ;Cajazeirinhas;2503753
25;Paraíba;120;Zona Da Mata Sul - PB;RC ;Caldas Brandão;2503803
25;Paraíba;27;Cariri Ocidental - PB;RC ;Camalaú;2503902
25;Paraíba;24;Borborema - PB;RC ;Campina Grande;2504009
25;Paraíba;103;Zona Da Mata Norte - PB;RC ;Capim;2504033
25;Paraíba;159;Cariri Oriental - PB;TR ;Caraúbas;2504074
25;Paraíba;197;Alto Sertão - PB;NV ;Carrapateira;2504108
25;Paraíba;24;Borborema - PB;RC ;Casserengue;2504157
25;Paraíba;59;Médio Sertão - PB;RC ;Catingueira;2504207
25;Paraíba;198;Médio Piranhas - PB;NV ;Catolé do Rocha;2504306
25;Paraíba;159;Cariri Oriental - PB;TR ;Caturité;2504355
25;Paraíba;203;Vale do Piancó - PB;NV ;Conceição;2504405
25;Paraíba;59;Médio Sertão - PB;RC ;Condado;2504504
25;Paraíba;120;Zona Da Mata Sul - PB;RC ;Conde;2504603
