codigo_uf;uf;codigo_do_territorio;territorio;tipo_rural_ou_cidadania;municipio;ibge
17;Tocantins;138;Médio Araguaia - TO;TR ;Colméia;1716703
17;Tocantins;124;Sudeste - TO;RC ;Pindorama do Tocantins;1717008
17;Tocantins;13;Apa Cantão - TO;TR ;Pium;1717503
17;Tocantins;124;Sudeste - TO;RC ;Ponte Alta do Bom Jesus;1717800
17;Tocantins;107;Jalapão - TO;RC ;Ponte Alta do Tocantins;1717909
17;Tocantins;124;Sudeste - TO;RC ;Porto Alegre do Tocantins;1718006
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Praia Norte;1718303
17;Tocantins;219;Nordeste de Tocantins - TO;NV ;Recursolândia;1718501
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Riachinho;1718550
17;Tocantins;124;Sudeste - TO;RC ;Rio da Conceição;1718659
17;Tocantins;107;Jalapão - TO;RC ;Rio Sono;1718758
17;Tocantins;220;Sul de Tocantins - TO;NV ;Sandolândia;1718840
17;Tocantins;219;Nordeste de Tocantins - TO;NV ;Santa Maria do Tocantins;1718881
17;Tocantins;107;Jalapão - TO;RC ;Santa Tereza do Tocantins;1719004
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Santa Terezinha do Tocantins;1720002
17;Tocantins;22;Bico Do Papagaio - TO;RC ;São Bento do Tocantins;1720101
17;Tocantins;107;Jalapão - TO;RC ;São Félix do Tocantins;1720150
17;Tocantins;22;Bico Do Papagaio - TO;RC ;São Miguel do Tocantins;1720200
17;Tocantins;124;Sudeste - TO;RC ;São Salvador do Tocantins;1720259
17;Tocantins;22;Bico Do Papagaio - TO;RC ;São Sebastião do Tocantins;1720309
17;Tocantins;124;Sudeste - TO;RC ;São Valério da Natividade;1720499
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Sítio Novo do Tocantins;1720804
17;Tocantins;220;Sul de Tocantins - TO;NV ;Sucupira;1720853
17;Tocantins;124;Sudeste - TO;RC ;Taguatinga;1720903
17;Tocantins;124;Sudeste - TO;RC ;Taipas do Tocantins;1720937
17;Tocantins;220;Sul de Tocantins - TO;NV ;Talismã;1720978
17;Tocantins;219;Nordeste de Tocantins - TO;NV ;Wanderlândia;1722081
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Açailândia;2100055
21;Maranhão;34;Cocais - MA;RC ;Afonso Cunha;2100105
21;Maranhão;20;Baixo Parnaíba - MA;RC ;Água Doce do Maranhão;2100154
21;Maranhão;115;Baixada Ocidental - MA;RC ;Alcântara;2100204
21;Maranhão;196;Cerrado Sul Maranhense - MA;NV ;Alto Parnaíba;2100501
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Amapá do Maranhão;2100550
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Amarante do Maranhão;2100600
21;Maranhão;97;Vale Do Itapecuru - MA;RC ;Anajatuba;2100709
21;Maranhão;20;Baixo Parnaíba - MA;RC ;Anapurus;2100808
21;Maranhão;115;Baixada Ocidental - MA;RC ;Apicum-Açu;2100832
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Araguanã;2100873
21;Maranhão;20;Baixo Parnaíba - MA;RC ;Araioses;2100907
17;Tocantins;22;Bico Do Papagaio - TO;RC ;Tocantinópolis;1721208
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Arame;2100956
21;Maranhão;141;Campo e Lagos - MA;RC ;Arari;2101004
21;Maranhão;52;Lençóis Maranhenses/Munin - MA;RC ;Axixá;2101103
21;Maranhão;52;Lençóis Maranhenses/Munin - MA;RC ;Bacabeira;2101251
21;Maranhão;115;Baixada Ocidental - MA;RC ;Bacuri;2101301
21;Maranhão;34;Cocais - MA;RC ;Aldeias Altas;2100303
21;Maranhão;115;Baixada Ocidental - MA;RC ;Bacurituba;2101350
21;Maranhão;196;Cerrado Sul Maranhense - MA;NV ;Balsas;2101400
21;Maranhão;52;Lençóis Maranhenses/Munin - MA;RC ;Barreirinhas;2101707
21;Maranhão;20;Baixo Parnaíba - MA;RC ;Belágua;2101731
21;Maranhão;196;Cerrado Sul Maranhense - MA;NV ;Benedito Leite;2101806
21;Maranhão;115;Baixada Ocidental - MA;RC ;Bequimão;2101905
21;Maranhão;140;Médio Mearim - MA;RC ;Bernardo do Mearim;2101939
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Boa Vista do Gurupi;2101970
21;Maranhão;20;Baixo Parnaíba - MA;RC ;Brejo;2102101
21;Maranhão;20;Baixo Parnaíba - MA;RC ;Buriti;2102200
21;Maranhão;34;Cocais - MA;RC ;Buriti Bravo;2102309
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Buritirana;2102358
21;Maranhão;52;Lençóis Maranhenses/Munin - MA;RC ;Cachoeira Grande;2102374
21;Maranhão;115;Baixada Ocidental - MA;RC ;Cajapió;2102408
21;Maranhão;141;Campo e Lagos - MA;RC ;Cajari;2102507
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Campestre do Maranhão;2102556
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Cândido Mendes;2102606
21;Maranhão;97;Vale Do Itapecuru - MA;RC ;Cantanhede;2102705
21;Maranhão;140;Médio Mearim - MA;RC ;Capinzal do Norte;2102754
21;Maranhão;196;Cerrado Sul Maranhense - MA;NV ;Carolina;2102804
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Carutapera;2102903
21;Maranhão;34;Cocais - MA;RC ;Caxias;2103000
21;Maranhão;115;Baixada Ocidental - MA;RC ;Cedral;2103109
21;Maranhão;115;Baixada Ocidental - MA;RC ;Central do Maranhão;2103125
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Centro do Guilherme;2103158
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Centro Novo do Maranhão;2103174
21;Maranhão;20;Baixo Parnaíba - MA;RC ;Chapadinha;2103208
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Cidelândia;2103257
21;Maranhão;34;Cocais - MA;RC ;Codó;2103307
21;Maranhão;34;Cocais - MA;RC ;Coelho Neto;2103406
21;Maranhão;34;Cocais - MA;RC ;Coroatá;2103604
21;Maranhão;115;Baixada Ocidental - MA;RC ;Cururupu;2103703
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Davinópolis;2103752
21;Maranhão;34;Cocais - MA;RC ;Duque Bacelar;2103901
21;Maranhão;140;Médio Mearim - MA;RC ;Esperantinópolis;2104008
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Estreito;2104057
21;Maranhão;196;Cerrado Sul Maranhense - MA;NV ;Feira Nova do Maranhão;2104073
21;Maranhão;196;Cerrado Sul Maranhense - MA;NV ;Fortaleza dos Nogueiras;2104107
21;Maranhão;34;Cocais - MA;RC ;Fortuna;2104206
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Godofredo Viana;2104305
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Governador Edison Lobão;2104552
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Governador Newton Bello;2104651
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Governador Nunes Freire;2104677
21;Maranhão;115;Baixada Ocidental - MA;RC ;Guimarães;2104909
21;Maranhão;52;Lençóis Maranhenses/Munin - MA;RC ;Humberto de Campos;2105005
21;Maranhão;52;Lençóis Maranhenses/Munin - MA;RC ;Icatu;2105104
21;Maranhão;140;Médio Mearim - MA;RC ;Igarapé Grande;2105203
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Imperatriz;2105302
21;Maranhão;97;Vale Do Itapecuru - MA;RC ;Itapecuru Mirim;2105401
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Itinga do Maranhão;2105427
21;Maranhão;195;Cerrado Amazônico - MA;NV ;João Lisboa;2105500
21;Maranhão;140;Médio Mearim - MA;RC ;Joselândia;2105609
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Junco do Maranhão;2105658
21;Maranhão;140;Médio Mearim - MA;RC ;Lago da Pedra;2105708
21;Maranhão;140;Médio Mearim - MA;RC ;Lago do Junco;2105807
21;Maranhão;34;Cocais - MA;RC ;Lagoa do Mato;2105922
21;Maranhão;140;Médio Mearim - MA;RC ;Lago dos Rodrigues;2105948
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Lajeado Novo;2105989
21;Maranhão;140;Médio Mearim - MA;RC ;Lima Campos;2106003
21;Maranhão;196;Cerrado Sul Maranhense - MA;NV ;Loreto;2106102
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Luís Domingues;2106201
21;Maranhão;20;Baixo Parnaíba - MA;RC ;Magalhães de Almeida;2106300
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Maracaçumé;2106326
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Maranhãozinho;2106375
21;Maranhão;20;Baixo Parnaíba - MA;RC ;Mata Roma;2106409
21;Maranhão;141;Campo e Lagos - MA;RC ;Matinha;2106508
21;Maranhão;34;Cocais - MA;RC ;Matões;2106607
21;Maranhão;97;Vale Do Itapecuru - MA;RC ;Matões do Norte;2106631
21;Maranhão;20;Baixo Parnaíba - MA;RC ;Milagres do Maranhão;2106672
21;Maranhão;97;Vale Do Itapecuru - MA;RC ;Miranda do Norte;2106755
21;Maranhão;115;Baixada Ocidental - MA;RC ;Mirinzal;2106805
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Montes Altos;2107001
21;Maranhão;52;Lençóis Maranhenses/Munin - MA;RC ;Morros;2107100
21;Maranhão;97;Vale Do Itapecuru - MA;RC ;Nina Rodrigues;2107209
21;Maranhão;196;Cerrado Sul Maranhense - MA;NV ;Nova Colinas;2107258
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Nova Olinda do Maranhão;2107357
21;Maranhão;141;Campo e Lagos - MA;RC ;Olinda Nova do Maranhão;2107456
21;Maranhão;141;Campo e Lagos - MA;RC ;Palmeirândia;2107605
21;Maranhão;34;Cocais - MA;RC ;Parnarama;2107803
21;Maranhão;196;Cerrado Sul Maranhense - MA;NV ;Pastos Bons;2108009
21;Maranhão;52;Lençóis Maranhenses/Munin - MA;RC ;Paulino Neves;2108058
21;Maranhão;140;Médio Mearim - MA;RC ;Pedreiras;2108207
21;Maranhão;141;Campo e Lagos - MA;RC ;Pedro do Rosário;2108256
21;Maranhão;141;Campo e Lagos - MA;RC ;Penalva;2108306
21;Maranhão;115;Baixada Ocidental - MA;RC ;Peri Mirim;2108405
21;Maranhão;34;Cocais - MA;RC ;Peritoró;2108454
21;Maranhão;115;Baixada Ocidental - MA;RC ;Pinheiro;2108603
21;Maranhão;97;Vale Do Itapecuru - MA;RC ;Pirapemas;2108801
21;Maranhão;140;Médio Mearim - MA;RC ;Poção de Pedras;2108900
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Porto Franco;2109007
21;Maranhão;115;Baixada Ocidental - MA;RC ;Porto Rico do Maranhão;2109056
21;Maranhão;52;Lençóis Maranhenses/Munin - MA;RC ;Presidente Juscelino;2109205
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Presidente Médici;2109239
21;Maranhão;115;Baixada Ocidental - MA;RC ;Presidente Sarney;2109270
21;Maranhão;97;Vale Do Itapecuru - MA;RC ;Presidente Vargas;2109304
21;Maranhão;52;Lençóis Maranhenses/Munin - MA;RC ;Primeira Cruz;2109403
21;Maranhão;196;Cerrado Sul Maranhense - MA;NV ;Riachão;2109502
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Ribamar Fiquene;2109551
21;Maranhão;52;Lençóis Maranhenses/Munin - MA;RC ;Rosário;2109601
21;Maranhão;196;Cerrado Sul Maranhense - MA;NV ;Sambaíba;2109700
21;Maranhão;115;Baixada Ocidental - MA;RC ;Santa Helena;2109809
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Santa Luzia do Paruá;2110039
21;Maranhão;20;Baixo Parnaíba - MA;RC ;Santa Quitéria do Maranhão;2110104
21;Maranhão;97;Vale Do Itapecuru - MA;RC ;Santa Rita;2110203
21;Maranhão;20;Baixo Parnaíba - MA;RC ;Santana do Maranhão;2110237
21;Maranhão;52;Lençóis Maranhenses/Munin - MA;RC ;Santo Amaro do Maranhão;2110278
21;Maranhão;140;Médio Mearim - MA;RC ;Santo Antônio dos Lopes;2110302
21;Maranhão;141;Campo e Lagos - MA;RC ;São Bento;2110500
21;Maranhão;20;Baixo Parnaíba - MA;RC ;São Bernardo;2110609
21;Maranhão;196;Cerrado Sul Maranhense - MA;NV ;São Domingos do Azeitão;2110658
21;Maranhão;196;Cerrado Sul Maranhense - MA;NV ;São Félix de Balsas;2110807
21;Maranhão;195;Cerrado Amazônico - MA;NV ;São Francisco do Brejão;2110856
21;Maranhão;141;Campo e Lagos - MA;RC ;São João Batista;2111003
21;Maranhão;195;Cerrado Amazônico - MA;NV ;São João do Paraíso;2111052
21;Maranhão;34;Cocais - MA;RC ;São João do Soter;2111078
21;Maranhão;140;Médio Mearim - MA;RC ;São Luís Gonzaga do Maranhão;2111409
21;Maranhão;195;Cerrado Amazônico - MA;NV ;São Pedro da Água Branca;2111532
21;Maranhão;20;Baixo Parnaíba - MA;RC ;São Benedito do Rio Preto;2110401
21;Maranhão;196;Cerrado Sul Maranhense - MA;NV ;São Pedro dos Crentes;2111573
21;Maranhão;196;Cerrado Sul Maranhense - MA;NV ;São Raimundo das Mangabeiras;2111607
21;Maranhão;140;Médio Mearim - MA;RC ;São Raimundo do Doca Bezerra;2111631
21;Maranhão;140;Médio Mearim - MA;RC ;São Roberto;2111672
21;Maranhão;141;Campo e Lagos - MA;RC ;São Vicente Ferrer;2111706
21;Maranhão;34;Cocais - MA;RC ;Senador Alexandre Costa;2111748
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Senador La Rocque;2111763
21;Maranhão;115;Baixada Ocidental - MA;RC ;Serrano do Maranhão;2111789
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Sítio Novo;2111805
21;Maranhão;196;Cerrado Sul Maranhense - MA;NV ;Tasso Fragoso;2112001
21;Maranhão;34;Cocais - MA;RC ;Timbiras;2112100
21;Maranhão;34;Cocais - MA;RC ;Timon;2112209
21;Maranhão;140;Médio Mearim - MA;RC ;Trizidela do Vale;2112233
21;Maranhão;115;Baixada Ocidental - MA;RC ;Turiaçu;2112407
21;Maranhão;115;Baixada Ocidental - MA;RC ;Turilândia;2112456
21;Maranhão;20;Baixo Parnaíba - MA;RC ;Tutóia;2112506
21;Maranhão;20;Baixo Parnaíba - MA;RC ;Urbano Santos;2112605
21;Maranhão;97;Vale Do Itapecuru - MA;RC ;Vargem Grande;2112704
21;Maranhão;141;Campo e Lagos - MA;RC ;Viana;2112803
21;Maranhão;195;Cerrado Amazônico - MA;NV ;Vila Nova dos Martírios;2112852
21;Maranhão;141;Campo e Lagos - MA;RC ;Vitória do Mearim;2112902
21;Maranhão;139;Alto Turi e Gurupi - MA;RC ;Zé Doca;2114007
22;Piauí;96;Vale Do Guaribas - PI;RC ;Acauã;2200053
22;Piauí;45;Entre Rios - PI;RC ;Agricolândia;2200103
22;Piauí;45;Entre Rios - PI;RC ;Água Branca;2200202
22;Piauí;96;Vale Do Guaribas - PI;RC ;Alagoinha do Piauí;2200251
22;Piauí;96;Vale Do Guaribas - PI;RC ;Alegrete do Piauí;2200277
22;Piauí;45;Entre Rios - PI;RC ;Alto Longá;2200301
22;Piauí;45;Entre Rios - PI;RC ;Altos;2200400
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Alvorada do Gurguéia;2200459
22;Piauí;45;Entre Rios - PI;RC ;Amarante;2200509
22;Piauí;45;Entre Rios - PI;RC ;Angical do Piauí;2200608
22;Piauí;77;Serra Da Capivara - PI;RC ;Anísio de Abreu;2200707
22;Piauí;93;Tabuleiros Do Alto Parnaiba - PI;TR ;Antônio Almeida;2200806
22;Piauí;164;Vale do Sambito - PI;TR ;Aroazes;2200905
22;Piauí;208;Vale dos Rios Piauí e Itaueira - PI;NV ;Arraial;2201002
22;Piauí;28;Carnaubais - PI;RC ;Assunção do Piauí;2201051
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Avelino Lopes;2201101
22;Piauí;93;Tabuleiros Do Alto Parnaiba - PI;TR ;Baixa Grande do Ribeiro;2201150
22;Piauí;164;Vale do Sambito - PI;TR ;Barra D`Alcântara;2201176
22;Piauí;161;Cocais - PI;RC ;Barras;2201200
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Barreiras do Piauí;2201309
22;Piauí;45;Entre Rios - PI;RC ;Barro Duro;2201408
22;Piauí;161;Cocais - PI;RC ;Batalha;2201507
22;Piauí;133;Vale do Canindé - PI;RC ;Bela Vista do Piauí;2201556
22;Piauí;96;Vale Do Guaribas - PI;RC ;Belém do Piauí;2201572
22;Piauí;45;Entre Rios - PI;RC ;Beneditinos;2201606
22;Piauí;93;Tabuleiros Do Alto Parnaiba - PI;TR ;Bertolínia;2201705
22;Piauí;96;Vale Do Guaribas - PI;RC ;Betânia do Piauí;2201739
22;Piauí;28;Carnaubais - PI;RC ;Boa Hora;2201770
22;Piauí;96;Vale Do Guaribas - PI;RC ;Bocaina;2201804
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Bom Jesus;2201903
22;Piauí;207;Planície Litorânea - PI;NV ;Bom Princípio do Piauí;2201919
22;Piauí;77;Serra Da Capivara - PI;RC ;Bonfim do Piauí;2201929
22;Piauí;28;Carnaubais - PI;RC ;Boqueirão do Piauí;2201945
22;Piauí;161;Cocais - PI;RC ;Brasileira;2201960
22;Piauí;208;Vale dos Rios Piauí e Itaueira - PI;NV ;Brejo do Piauí;2201988
22;Piauí;207;Planície Litorânea - PI;NV ;Buriti dos Lopes;2202000
22;Piauí;28;Carnaubais - PI;RC ;Buriti dos Montes;2202026
22;Piauí;28;Carnaubais - PI;RC ;Cabeceiras do Piauí;2202059
22;Piauí;133;Vale do Canindé - PI;RC ;Cajazeiras do Piauí;2202075
22;Piauí;207;Planície Litorânea - PI;NV ;Cajueiro da Praia;2202083
22;Piauí;96;Vale Do Guaribas - PI;RC ;Caldeirão Grande do Piauí;2202091
22;Piauí;133;Vale do Canindé - PI;RC ;Campinas do Piauí;2202109
22;Piauí;77;Serra Da Capivara - PI;RC ;Campo Alegre do Fidalgo;2202117
22;Piauí;96;Vale Do Guaribas - PI;RC ;Campo Grande do Piauí;2202133
22;Piauí;161;Cocais - PI;RC ;Campo Largo do Piauí;2202174
22;Piauí;28;Carnaubais - PI;RC ;Campo Maior;2202208
22;Piauí;93;Tabuleiros Do Alto Parnaiba - PI;TR ;Canavieira;2202251
22;Piauí;208;Vale dos Rios Piauí e Itaueira - PI;NV ;Canto do Buriti;2202307
22;Piauí;28;Carnaubais - PI;RC ;Capitão de Campos;2202406
22;Piauí;77;Serra Da Capivara - PI;RC ;Capitão Gervásio Oliveira;2202455
22;Piauí;77;Serra Da Capivara - PI;RC ;Caracol;2202505
22;Piauí;207;Planície Litorânea - PI;NV ;Caraúbas do Piauí;2202539
22;Piauí;96;Vale Do Guaribas - PI;RC ;Caridade do Piauí;2202554
22;Piauí;28;Carnaubais - PI;RC ;Castelo do Piauí;2202604
22;Piauí;207;Planície Litorânea - PI;NV ;Caxingó;2202653
22;Piauí;207;Planície Litorânea - PI;NV ;Cocal;2202703
22;Piauí;28;Carnaubais - PI;RC ;Cocal de Telha;2202711
22;Piauí;207;Planície Litorânea - PI;NV ;Cocal dos Alves;2202729
22;Piauí;45;Entre Rios - PI;RC ;Coivaras;2202737
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Colônia do Gurguéia;2202752
22;Piauí;133;Vale do Canindé - PI;RC ;Colônia do Piauí;2202778
22;Piauí;133;Vale do Canindé - PI;RC ;Conceição do Canindé;2202802
22;Piauí;77;Serra Da Capivara - PI;RC ;Coronel José Dias;2202851
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Corrente;2202901
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Cristalândia do Piauí;2203008
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Cristino Castro;2203107
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Curimatá;2203206
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Currais;2203230
22;Piauí;45;Entre Rios - PI;RC ;Curralinhos;2203255
22;Piauí;96;Vale Do Guaribas - PI;RC ;Curral Novo do Piauí;2203271
22;Piauí;45;Entre Rios - PI;RC ;Demerval Lobão;2203305
22;Piauí;77;Serra Da Capivara - PI;RC ;Dirceu Arcoverde;2203354
22;Piauí;96;Vale Do Guaribas - PI;RC ;Dom Expedito Lopes;2203404
22;Piauí;161;Cocais - PI;RC ;Domingos Mourão;2203420
22;Piauí;77;Serra Da Capivara - PI;RC ;Dom Inocêncio;2203453
22;Piauí;164;Vale do Sambito - PI;TR ;Elesbão Veloso;2203503
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Eliseu Martins;2203602
22;Piauí;161;Cocais - PI;RC ;Esperantina;2203701
22;Piauí;77;Serra Da Capivara - PI;RC ;Fartura do Piauí;2203750
22;Piauí;208;Vale dos Rios Piauí e Itaueira - PI;NV ;Flores do Piauí;2203800
22;Piauí;133;Vale do Canindé - PI;RC ;Floresta do Piauí;2203859
22;Piauí;208;Vale dos Rios Piauí e Itaueira - PI;NV ;Floriano;2203909
22;Piauí;164;Vale do Sambito - PI;TR ;Francinópolis;2204006
22;Piauí;208;Vale dos Rios Piauí e Itaueira - PI;NV ;Francisco Ayres;2204105
22;Piauí;96;Vale Do Guaribas - PI;RC ;Francisco Macedo;2204154
22;Piauí;96;Vale Do Guaribas - PI;RC ;Francisco Santos;2204204
22;Piauí;96;Vale Do Guaribas - PI;RC ;Fronteiras;2204303
22;Piauí;96;Vale Do Guaribas - PI;RC ;Geminiano;2204352
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Gilbués;2204402
22;Piauí;93;Tabuleiros Do Alto Parnaiba - PI;TR ;Guadalupe;2204501
22;Piauí;77;Serra Da Capivara - PI;RC ;Guaribas;2204550
22;Piauí;45;Entre Rios - PI;RC ;Hugo Napoleão;2204600
22;Piauí;207;Planície Litorânea - PI;NV ;Ilha Grande;2204659
22;Piauí;164;Vale do Sambito - PI;TR ;Inhuma;2204709
22;Piauí;164;Vale do Sambito - PI;TR ;Ipiranga do Piauí;2204808
22;Piauí;133;Vale do Canindé - PI;RC ;Isaías Coelho;2204907
22;Piauí;96;Vale Do Guaribas - PI;RC ;Itainópolis;2205003
22;Piauí;208;Vale dos Rios Piauí e Itaueira - PI;NV ;Itaueira;2205102
22;Piauí;96;Vale Do Guaribas - PI;RC ;Jacobina do Piauí;2205151
22;Piauí;96;Vale Do Guaribas - PI;RC ;Jaicós;2205201
22;Piauí;45;Entre Rios - PI;RC ;Jardim do Mulato;2205250
22;Piauí;28;Carnaubais - PI;RC ;Jatobá do Piauí;2205276
22;Piauí;93;Tabuleiros Do Alto Parnaiba - PI;TR ;Jerumenha;2205300
22;Piauí;77;Serra Da Capivara - PI;RC ;João Costa;2205359
22;Piauí;161;Cocais - PI;RC ;Joaquim Pires;2205409
22;Piauí;161;Cocais - PI;RC ;Joca Marques;2205458
22;Piauí;45;Entre Rios - PI;RC ;José de Freitas;2205508
22;Piauí;28;Carnaubais - PI;RC ;Juazeiro do Piauí;2205516
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Júlio Borges;2205524
22;Piauí;77;Serra Da Capivara - PI;RC ;Jurema;2205532
22;Piauí;45;Entre Rios - PI;RC ;Lagoinha do Piauí;2205540
22;Piauí;45;Entre Rios - PI;RC ;Lagoa Alegre;2205557
22;Piauí;77;Serra Da Capivara - PI;RC ;Lagoa do Barro do Piauí;2205565
22;Piauí;161;Cocais - PI;RC ;Lagoa de São Francisco;2205573
22;Piauí;45;Entre Rios - PI;RC ;Lagoa do Piauí;2205581
22;Piauí;164;Vale do Sambito - PI;TR ;Lagoa do Sítio;2205599
22;Piauí;93;Tabuleiros Do Alto Parnaiba - PI;TR ;Landri Sales;2205607
22;Piauí;207;Planície Litorânea - PI;NV ;Luís Correia;2205706
22;Piauí;161;Cocais - PI;RC ;Luzilândia;2205805
22;Piauí;161;Cocais - PI;RC ;Madeiro;2205854
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Manoel Emídio;2205904
22;Piauí;96;Vale Do Guaribas - PI;RC ;Marcolândia;2205953
22;Piauí;93;Tabuleiros Do Alto Parnaiba - PI;TR ;Marcos Parente;2206001
22;Piauí;96;Vale Do Guaribas - PI;RC ;Massapê do Piauí;2206050
22;Piauí;161;Cocais - PI;RC ;Matias Olímpio;2206100
22;Piauí;45;Entre Rios - PI;RC ;Miguel Alves;2206209
22;Piauí;45;Entre Rios - PI;RC ;Miguel Leão;2206308
22;Piauí;161;Cocais - PI;RC ;Milton Brandão;2206357
22;Piauí;45;Entre Rios - PI;RC ;Monsenhor Gil;2206407
22;Piauí;96;Vale Do Guaribas - PI;RC ;Monsenhor Hipólito;2206506
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Monte Alegre do Piauí;2206605
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Morro Cabeça no Tempo;2206654
22;Piauí;161;Cocais - PI;RC ;Morro do Chapéu do Piauí;2206670
22;Piauí;207;Planície Litorânea - PI;NV ;Murici dos Portelas;2206696
22;Piauí;208;Vale dos Rios Piauí e Itaueira - PI;NV ;Nazaré do Piauí;2206704
22;Piauí;28;Carnaubais - PI;RC ;Nossa Senhora de Nazaré;2206753
22;Piauí;161;Cocais - PI;RC ;Nossa Senhora dos Remédios;2206803
22;Piauí;164;Vale do Sambito - PI;TR ;Novo Oriente do Piauí;2206902
22;Piauí;28;Carnaubais - PI;RC ;Novo Santo Antônio;2206951
22;Piauí;133;Vale do Canindé - PI;RC ;Oeiras;2207009
22;Piauí;45;Entre Rios - PI;RC ;Olho D`Água do Piauí;2207108
22;Piauí;96;Vale Do Guaribas - PI;RC ;Padre Marcos;2207207
22;Piauí;208;Vale dos Rios Piauí e Itaueira - PI;NV ;Paes Landim;2207306
22;Piauí;208;Vale dos Rios Piauí e Itaueira - PI;NV ;Pajeú do Piauí;2207355
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Palmeira do Piauí;2207405
22;Piauí;45;Entre Rios - PI;RC ;Palmeirais;2207504
22;Piauí;96;Vale Do Guaribas - PI;RC ;Paquetá;2207553
22;Piauí;206;Chapada das Mangabeiras - PI;NV ;Parnaguá;2207603
22;Piauí;207;Planície Litorânea - PI;NV ;Parnaíba;2207702
22;Piauí;45;Entre Rios - PI;RC ;Passagem Franca do Piauí;2207751
22;Piauí;96;Vale Do Guaribas - PI;RC ;Patos do Piauí;2207777
22;Piauí;45;Entre Rios - PI;RC ;Pau D'Arco do Piaui;2207793
22;Piauí;96;Vale Do Guaribas - PI;RC ;Paulistana;2207801
22;Piauí;208;Vale dos Rios Piauí e Itaueira - PI;NV ;Pavussu;2207850
22;Piauí;161;Cocais - PI;RC ;Pedro II;2207900
22;Piauí;208;Vale dos Rios Piauí e Itaueira - PI;NV ;Pedro Laurentino;2207934
22;Piauí;208;Vale dos Rios Piauí e Itaueira - PI;NV ;Nova Santa Rita;2207959
22;Piauí;96;Vale Do Guaribas - PI;RC ;Picos;2208007
22;Piauí;164;Vale do Sambito - PI;TR ;Pimenteiras;2208106
22;Piauí;96;Vale Do Guaribas - PI;RC ;Pio IX;2208205
